DrugName_norm,DrugClass
kivoria skin protectant,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
kinfield relief balm antiitch remedy,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
live clean baby,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
la roche posay laboratoire dermatologique lipikar eczema soothing relief,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
m3 naturals eczema cream,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
matys baby eczema relief,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
mg217 baby eczema,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
mg217 eczema body,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
mg217 eczema face,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
meijer oatmeal bath,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
mountain ice eczema,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
my hemp md,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
nelly devuyst bio medical bioacne antiredness 50g,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
nelly devuyst bio medical bioacne antiredness serum,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
neosporin eczema essentials daily moisturizing,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
not pot oat puff cbd eczema,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
okeeffes eczema relief,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
okeeffes working hands eczema relief,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
omv antiitch bikini,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
omeza skin protectant,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
pure biology eczema with colloidal oatmeal,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
pipette eczema,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
psodex eczema therapy,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
psodex eczema therapy moisturizing,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
revive science eczema,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
relief soothing bath treatment,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
riteaid,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
skinfix hand repair,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
soothe moisturizing rescue cream,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
satya organic fragrancefree eczema relief,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
skin soothing cream,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
skin soothing cream nut free,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
skin therapy calm,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
smith amish eczemapsoriasis,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
soothe your skin,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
soothing itch,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
soothing moisturizing,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
stops the sting,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
targeted body balm,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
tcx skincare,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
theraplex eczema therapy,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
triderma baby stubborn eczema itch relief,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
triderma eczema fast healing face and body,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
vaseline,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
vitabath baby eczema care intensive balm,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
vitabath baby eczema care moisture,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
vitabath baby eczema care moisture wash,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
walgreens eczema,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
walgreens baby eczema,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
xerbex eczema cream,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
eczema care skin protectant,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
equate,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins"
pediadermics eczema,"Allergens, Cell-mediated Immunity, Dietary Proteins, Grain Proteins, Increased Histamine Release, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins, Skin Barrier Activity"
flaxseed,"Allergens, Cell-mediated Immunity, Dietary Proteins, Increased Histamine Release, Increased IgG Production, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins, Seed Storage Proteins"
d09,"Allergens, Cell-mediated Immunity, Dietary Proteins, Increased Histamine Release, Increased Large Intestinal Motility, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Inhibition Large Intestine Fluid/Electrolyte Absorption, Milk Proteins, Non-Standardized Food Allergenic Extract, Osmotic Activity, Osmotic Activity, Osmotic Laxative, Osmotic Laxative, Potassium Compounds, Potassium Compounds, Potassium Salt, Potassium Salt"
psoriaforce,"Allergens, Cell-mediated Immunity, Dietary Proteins, Increased Histamine Release, Increased Large Intestinal Motility, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Inhibition Large Intestine Fluid/Electrolyte Absorption, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Osmotic Activity, Osmotic Activity, Osmotic Laxative, Osmotic Laxative, Plant Proteins, Potassium Compounds, Potassium Compounds, Potassium Salt, Potassium Salt"
ear rx,"Allergens, Cell-mediated Immunity, Dietary Proteins, Increased Histamine Release, Increased Large Intestinal Motility, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Inhibition Large Intestine Fluid/Electrolyte Absorption, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Osmotic Activity, Osmotic Activity, Osmotic Laxative, Osmotic Laxative, Plant Proteins, Potassium Compounds, Potassium Salt, Vegetable Proteins"
migraine headache therapy,"Allergens, Cell-mediated Immunity, Dietary Proteins, Increased Histamine Release, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Nitrate Vasodilator, Nitrates, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Osmotic Activity, Osmotic Laxative, Plant Proteins, Seed Storage Proteins, Vasodilation"
