DrugID,DrugName,DrugClass
0102-0285-32,7 Select Oral Pain Maximum Strength Relief,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0631-0210-62,ACTISEP,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4491-1062-82,AI Miasm,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0608-5400-12,ARNICA DE LA ABUELA,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
1563-1006-52,AURUM METALLICUM,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1120-62,AURUM STIBIUM HYOSCYAMUS,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
5571-4479-02,Acne - Cystic Acne,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0713-4710-02,Advance Topical Anesthetic Gel,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0718-1441-02,Aftertest Pain Relief,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0695-2455-52,Allegenal-M,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
5534-6290-12,Alpha-Caine,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0637-3637-52,Americaine,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0278-5417-72,Anadent Kanka Gel,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0800-7022-02,Anbesol,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
7363-5710-12,Anesgerm LA MUELA,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0531-4530-12,Anestenka,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0556-7081-02,Anesthetic,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0482-0100-22,Angidol Cherry Flavor,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0482-0100-32,Angidol Honey Lemon Flavor,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0036-3062-12,Anti-Itch,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0036-3231-12,Anti-Itch Medicated Maximum Strength,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
5153-2530-02,Antiseptic,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0660-9671-32,Anxiety Stress Relief,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
8123-8103-02,Aramark Medi-Band,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1122-82,Arnica Aurum 15/10 Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1110-62,Arnica Aurum 20/30,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1110-82,Arnica Aurum 6 10,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1110-92,Arnica Aurum 6/10,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1111-12,Arnica Aurum Equisetum,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1128-72,Arnica Aurum Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1135-02,Arnica Hypericum DKS,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1131-42,Arnica Hypericum Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0695-5032-42,Assist II,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0713-6310-02,Astra-dent Topical Anesthetic Gel,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1134-92,Aurum 10X,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1132-32,Aurum 12X,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1121-62,Aurum 17 Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1117-72,Aurum 20,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1131-82,Aurum 21X,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1132-02,Aurum 21X Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1117-82,Aurum 30,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1132-42,Aurum 30X,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1118-02,Aurum 5,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1118-12,Aurum 6,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1129-22,Aurum 6 Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1132-62,Aurum 6X,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1131-92,Aurum 8X,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1126-22,Aurum Belladonna Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1118-42,Aurum Crataegus,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1125-02,Aurum Equisetum 10/15 Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1118-62,Aurum Equisetum A,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1118-82,Aurum Equisetum B,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1135-62,Aurum Ferrum Sidereum 10/10,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1119-22,Aurum Hypericum Stibium,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1123-02,Aurum Hypericum Stibium Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1119-52,Aurum Lavender Rose,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4491-1038-02,Aurum Met,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
5364-5102-12,Aurum Metallicum,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1119-62,Aurum Olibanum Myrrha,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1119-92,Aurum Onopordon,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1120-02,Aurum Plumbum,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1120-22,Aurum Prunus,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1134-62,Aurum Stibium,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1120-52,Aurum Stibium Hyoscyamus,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1120-82,Aurum Stibium Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1120-92,Aurum Strophanthus,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0022-0063-62,Aurum metallicum,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0530-4514-02,Avant,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
6646-7400-02,BENZOCAINE,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4422-4362-32,"BENZOCAINE,ISOPROPYL ALCOHOL","Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0703-7272-72,BLT 1,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0707-4228-72,BODY ACTION PRODUCTS Anal Glide Extra,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0707-4228-62,BODY ACTION PRODUCTS Butt Eze Benzocaine,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0707-4228-22,BODY ACTION PRODUCTS Climax Control Gel,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0707-4228-42,BODY ACTION PRODUCTS Endless Love for Men,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0707-4229-22,BODY ACTION PRODUCTS Higher Control Male Climax,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0707-4228-82,BODY ACTION PRODUCTS Prolong Lubricating,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
2428-6157-72,Bactimicina for Sore Throat,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1200-92,Bambusa Aurum,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0669-7535-02,BencoCaine Topical Anesthetic,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0040-4001-82,Benzo Jel,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0040-4003-22,Benzo-Jel,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0677-7724-62,Benzocaine,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4422-4312-02,Benzocaine and Benzethonium,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
7168-7105-32,Benzodent,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4641-4888-82,Benzoin,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1203-62,Berberis Aurum Special Order,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0461-2265-32,Bite and Sting Relief,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0698-4273-12,Bite and Sting Relief Stick,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
7936-4093-22,BiteMD External Analgesic First Aid Antiseptic,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
1015-7930-22,Blistex,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0637-3604-02,Boil Ease,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0603-0611-52,Brace Relief,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4491-1059-02,Breathtone,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0434-9831-02,Burkhart Topical Anesthetic,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0049-8002-12,Burn Water Soluble,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0671-7202-12,CHLORASEPTIC,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0671-7211-42,CHLORASEPTIC MAX,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
6210-6315-22,CICATRISAN Cream,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
8123-8461-62,CUT CLEANER,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4491-1019-62,CV,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0493-5435-32,CVS 2x Liq (CSR),"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
1743-3999-12,CVS Adult Enema,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0698-4216-72,CVS Itch Relief and Repellent,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0597-7944-42,CVS Maximum Strength Boil Relief,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0513-1699-12,CVS Mini Enema,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0698-4238-12,CVS Tooth and Gum Pain Relief,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0707-6910-12,CaineTips,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0719-2210-02,Candee Caine Topical Anesthetic,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0646-1608-42,Category III,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0638-2471-52,Cepacol Extra Strength Sore Throat Cherry,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0638-2477-22,Cepacol InstaMax,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0638-2477-02,Cepacol Instamax,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1305-02,Cerebellum Thalamus A Aurm,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1305-12,Cerebellum Thalamus A Aurum,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
4895-1305-42,Cerebellum Thalamus B Aurum,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0036-3107-92,Cherry Sore Throat Lozenge,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0412-5006-82,Cherry Sore Throat Lozenges,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0639-4104-72,Cherry Sore Throat Relief Lozenge,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0482-0101-22,Cherry Throat Drops,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0455-9100-22,Chigg Away,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
0773-7500-52,Chigger Relief,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
